,# 1st Billing,# 2nd Billing,# 3rd Billing,# 4th Billing,# 5th Billing,Total Movie Count
Cristina Zenato,0.0,0.0,0.0,0.0,1.0,1.0
Críspulo Cabezas,0.0,0.0,0.0,0.0,1.0,1.0
Cung Le,0.0,0.0,0.0,0.0,1.0,1.0
Cynthia Stevenson,0.0,0.0,0.0,0.0,1.0,1.0
D.J. Cotrona,0.0,0.0,0.0,0.0,1.0,1.0
Da'Vine Joy Randolph,0.0,0.0,0.0,0.0,1.0,1.0
Dagmara Domińczyk,0.0,0.0,0.0,0.0,1.0,1.0
Dale Soules,0.0,0.0,0.0,0.0,1.0,1.0
Damian Maffei,0.0,0.0,0.0,0.0,1.0,1.0
Damián Alcázar,0.0,0.0,0.0,0.0,1.0,1.0
Dan Petronijevic,0.0,0.0,0.0,0.0,1.0,1.0
Dan Wyllie,0.0,0.0,0.0,0.0,1.0,1.0
Daniel Kash,0.0,0.0,0.0,0.0,1.0,1.0
Daniel Nuta,0.0,0.0,0.0,0.0,1.0,1.0
Danielle Nicolet,0.0,0.0,0.0,0.0,1.0,1.0
Danneel Ackles,0.0,0.0,0.0,0.0,1.0,1.0
Danny Pudi,0.0,0.0,0.0,0.0,1.0,1.0
Darrell D'Silva,0.0,0.0,0.0,0.0,1.0,1.0
Darren E. Scott,0.0,0.0,0.0,0.0,1.0,1.0
Darren Keilan,0.0,0.0,0.0,0.0,1.0,1.0
Dave Thomas,0.0,0.0,0.0,0.0,1.0,1.0
David Bowie,0.0,0.0,0.0,0.0,1.0,1.0
David Cronenberg,0.0,0.0,0.0,0.0,1.0,1.0
David Eigenberg,0.0,0.0,0.0,0.0,1.0,1.0
David Krumholtz,0.0,0.0,0.0,0.0,1.0,1.0
David Moscow,0.0,0.0,0.0,0.0,1.0,1.0
David Otunga,0.0,0.0,0.0,0.0,1.0,1.0
David Paymer,0.0,0.0,0.0,0.0,1.0,1.0
De'Shawn Washington,0.0,0.0,0.0,0.0,1.0,1.0
Deborah Kara Unger,0.0,0.0,0.0,0.0,1.0,1.0
Debra Winger,0.0,0.0,0.0,0.0,1.0,1.0
Dee Wallace,0.0,0.0,0.0,0.0,1.0,1.0
Dell Yount,0.0,0.0,0.0,0.0,1.0,1.0
Denis Arndt,0.0,0.0,0.0,0.0,1.0,1.0
Denise Gough,0.0,0.0,0.0,0.0,1.0,1.0
Dennis Haysbert,0.0,0.0,0.0,0.0,1.0,1.0
Derek Mears,0.0,0.0,0.0,0.0,1.0,1.0
Derek Morgan,0.0,0.0,0.0,0.0,1.0,1.0
Devon Gearhart,0.0,0.0,0.0,0.0,1.0,1.0
Dexter Darden,0.0,0.0,0.0,0.0,1.0,1.0
Diana Bang,0.0,0.0,0.0,0.0,1.0,1.0
Diana Bracho,0.0,0.0,0.0,0.0,1.0,1.0
Diane Farr,0.0,0.0,0.0,0.0,1.0,1.0
Didier Bourdon,0.0,0.0,0.0,0.0,1.0,1.0
Dillon Freasier,0.0,0.0,0.0,0.0,1.0,1.0
Dillon Lane,0.0,0.0,0.0,0.0,1.0,1.0
Dilshad Vadsaria,0.0,0.0,0.0,0.0,1.0,1.0
Dimiter D. Marinov,0.0,0.0,0.0,0.0,1.0,1.0
Dimple Kapadia,0.0,0.0,0.0,0.0,1.0,1.0
Dominic L. Santana,0.0,0.0,0.0,0.0,1.0,1.0
Dominic Sherwood,0.0,0.0,0.0,0.0,1.0,1.0
Dominique Reymond,0.0,0.0,0.0,0.0,1.0,1.0
Dominique Thorne,0.0,0.0,0.0,0.0,1.0,1.0
Don Curry,0.0,0.0,0.0,0.0,1.0,1.0
Don Johnson,0.0,0.0,0.0,0.0,1.0,1.0
Don McManus,0.0,0.0,0.0,0.0,1.0,1.0
Donald Glover,0.0,0.0,0.0,0.0,1.0,1.0
Donnie Keshawarz,0.0,0.0,0.0,0.0,1.0,1.0
Doris Roberts,0.0,0.0,0.0,0.0,1.0,1.0
Doug Hutchison,0.0,0.0,0.0,0.0,1.0,1.0
Douglas Hodge,0.0,0.0,0.0,0.0,1.0,1.0
Douglas Sills,0.0,0.0,0.0,0.0,1.0,1.0
Dove Cameron,0.0,0.0,0.0,0.0,1.0,1.0
Dulé Hill,0.0,0.0,0.0,0.0,1.0,1.0
Dylan Arnold,0.0,0.0,0.0,0.0,1.0,1.0
Dylan Moran,0.0,0.0,0.0,0.0,1.0,1.0
E. Roger Mitchell,0.0,0.0,0.0,0.0,1.0,1.0
Earl Boen,0.0,0.0,0.0,0.0,1.0,1.0
Earl Poitier,0.0,0.0,0.0,0.0,1.0,1.0
Ed Begley Jr.,0.0,0.0,0.0,0.0,1.0,1.0
Eduardo Verástegui,0.0,0.0,0.0,0.0,1.0,1.0
Edward Hardwicke,0.0,0.0,0.0,0.0,1.0,1.0
Edward Janda,0.0,0.0,0.0,0.0,1.0,1.0
Eileen Brennan,0.0,0.0,0.0,0.0,1.0,1.0
Eli Wallach,0.0,0.0,0.0,0.0,1.0,1.0
Elina Benenson,0.0,0.0,0.0,0.0,1.0,1.0
Elisabeth Harnois,0.0,0.0,0.0,0.0,1.0,1.0
Elizabeth Blackmore,0.0,0.0,0.0,0.0,1.0,1.0
Elizabeth Gracen,0.0,0.0,0.0,0.0,1.0,1.0
Elizabeth Mkandawie,0.0,0.0,0.0,0.0,1.0,1.0
Elizabeth Peña,0.0,0.0,0.0,0.0,1.0,1.0
Ella Bleu Travolta,0.0,0.0,0.0,0.0,1.0,1.0
Ellen Pompeo,0.0,0.0,0.0,0.0,1.0,1.0
Ellie Grainger,0.0,0.0,0.0,0.0,1.0,1.0
Elyes Gabel,0.0,0.0,0.0,0.0,1.0,1.0
Emilia Fox,0.0,0.0,0.0,0.0,1.0,1.0
Emilio Echevarría,0.0,0.0,0.0,0.0,1.0,1.0
Emily Head,0.0,0.0,0.0,0.0,1.0,1.0
Emily Loizeau,0.0,0.0,0.0,0.0,1.0,1.0
Emily Tennant,0.0,0.0,0.0,0.0,1.0,1.0
Emm Wiseman,0.0,0.0,0.0,0.0,1.0,1.0
Emma Bercovici,0.0,0.0,0.0,0.0,1.0,1.0
Emma Jenkins-Purro,0.0,0.0,0.0,0.0,1.0,1.0
Emma Rigby,0.0,0.0,0.0,0.0,1.0,1.0
Emmanuel Affadzi,0.0,0.0,0.0,0.0,1.0,1.0
Emory Cohen,0.0,0.0,0.0,0.0,1.0,1.0
Enzo Cilenti,0.0,0.0,0.0,0.0,1.0,1.0
Eric Ladin,0.0,0.0,0.0,0.0,1.0,1.0
Eric Roberts,0.0,0.0,0.0,0.0,1.0,1.0
Erick Avari,0.0,0.0,0.0,0.0,1.0,1.0
Erik Athavale,0.0,0.0,0.0,0.0,1.0,1.0
Erika Toda,0.0,0.0,0.0,0.0,1.0,1.0
Erin Daniels,0.0,0.0,0.0,0.0,1.0,1.0
Ernie Hudson,0.0,0.0,0.0,0.0,1.0,1.0
Esther Garrel,0.0,0.0,0.0,0.0,1.0,1.0
Evan Arnold,0.0,0.0,0.0,0.0,1.0,1.0
Evan Jonigkeit,0.0,0.0,0.0,0.0,1.0,1.0
Evan Peters,0.0,0.0,0.0,0.0,1.0,1.0
Evan Rachel Wood,0.0,0.0,0.0,0.0,1.0,1.0
Eve Torres,0.0,0.0,0.0,0.0,1.0,1.0
Fadi Kamel Yousef,0.0,0.0,0.0,0.0,1.0,1.0
Faune Chambers,0.0,0.0,0.0,0.0,1.0,1.0
Felicity Huffman,0.0,0.0,0.0,0.0,1.0,1.0
Fernanda Dorogi,0.0,0.0,0.0,0.0,1.0,1.0
Fernanda Machado,0.0,0.0,0.0,0.0,1.0,1.0
Fernanda Urrejola,0.0,0.0,0.0,0.0,1.0,1.0
Fiona Press,0.0,0.0,0.0,0.0,1.0,1.0
Fionnula Flanagan,0.0,0.0,0.0,0.0,1.0,1.0
Flea,0.0,0.0,0.0,0.0,1.0,1.0
Florian Munteanu,0.0,0.0,0.0,0.0,1.0,1.0
Fran Drescher,0.0,0.0,0.0,0.0,1.0,1.0
Francesc Orella,0.0,0.0,0.0,0.0,1.0,1.0
Frank Langella,0.0,0.0,0.0,0.0,1.0,1.0
Franky G,0.0,0.0,0.0,0.0,1.0,1.0
François Morel,0.0,0.0,0.0,0.0,1.0,1.0
François-Xavier Demaison,0.0,0.0,0.0,0.0,1.0,1.0
Fred Tatasciore,0.0,0.0,0.0,0.0,1.0,1.0
Freddie Fox,0.0,0.0,0.0,0.0,1.0,1.0
Fridtjov Såheim,0.0,0.0,0.0,0.0,1.0,1.0
Frédéric Chau,0.0,0.0,0.0,0.0,1.0,1.0
Félix Cubero,0.0,0.0,0.0,0.0,1.0,1.0
Féodor Atkine,0.0,0.0,0.0,0.0,1.0,1.0
G.J. Echternkamp,0.0,0.0,0.0,0.0,1.0,1.0
G.W. Bailey,0.0,0.0,0.0,0.0,1.0,1.0
Gabriel Almirón,0.0,0.0,0.0,0.0,1.0,1.0
Gabriel Luna,0.0,0.0,0.0,0.0,1.0,1.0
George Harris,0.0,0.0,0.0,0.0,1.0,1.0
George Kennedy,0.0,0.0,0.0,0.0,1.0,1.0
Geraldine Viswanathan,0.0,0.0,0.0,0.0,1.0,1.0
Gerard Plunkett,0.0,0.0,0.0,0.0,1.0,1.0
Gia Mantegna,0.0,0.0,0.0,0.0,1.0,1.0
Giancarlo Giannini,0.0,0.0,0.0,0.0,1.0,1.0
Gina McKee,0.0,0.0,0.0,0.0,1.0,1.0
Glenn Morshower,0.0,0.0,0.0,0.0,1.0,1.0
Glynn Turman,0.0,0.0,0.0,0.0,1.0,1.0
Gojko Mitić,0.0,0.0,0.0,0.0,1.0,1.0
Gordon Liu Chia-hui,0.0,0.0,0.0,0.0,1.0,1.0
Gordon Poole,0.0,0.0,0.0,0.0,1.0,1.0
Grace Palmer,0.0,0.0,0.0,0.0,1.0,1.0
Graham Phillips,0.0,0.0,0.0,0.0,1.0,1.0
Greg Abbey,0.0,0.0,0.0,0.0,1.0,1.0
Greg Bryk,0.0,0.0,0.0,0.0,1.0,1.0
Greg Grunberg,0.0,0.0,0.0,0.0,1.0,1.0
Greg Wise,0.0,0.0,0.0,0.0,1.0,1.0
Gregory D. Gadson,0.0,0.0,0.0,0.0,1.0,1.0
Greta Scacchi,0.0,0.0,0.0,0.0,1.0,1.0
Griffin Gluck,0.0,0.0,0.0,0.0,1.0,1.0
Guillermo Francella,0.0,0.0,0.0,0.0,1.0,1.0
Guy Garvey,0.0,0.0,0.0,0.0,1.0,1.0
Hadley Belle Miller,0.0,0.0,0.0,0.0,1.0,1.0
Hal Holbrook,0.0,0.0,0.0,0.0,1.0,1.0
Haley Webb,0.0,0.0,0.0,0.0,1.0,1.0
Hallock Beals,0.0,0.0,0.0,0.0,1.0,1.0
Han Bo-bae,0.0,0.0,0.0,0.0,1.0,1.0
Hannah Stocking,0.0,0.0,0.0,0.0,1.0,1.0
Hannah Waddingham,0.0,0.0,0.0,0.0,1.0,1.0
Hannibal Buress,0.0,0.0,0.0,0.0,1.0,1.0
Hanns Zischler,0.0,0.0,0.0,0.0,1.0,1.0
Hans Morten Hansen,0.0,0.0,0.0,0.0,1.0,1.0
Harriet Dyer,0.0,0.0,0.0,0.0,1.0,1.0
Harriet Walter,0.0,0.0,0.0,0.0,1.0,1.0
Harris Yulin,0.0,0.0,0.0,0.0,1.0,1.0
Harry Gilby,0.0,0.0,0.0,0.0,1.0,1.0
Hayes MacArthur,0.0,0.0,0.0,0.0,1.0,1.0
Hayley Carmichael,0.0,0.0,0.0,0.0,1.0,1.0
Hazuki Kato,0.0,0.0,0.0,0.0,1.0,1.0
He Zhang,0.0,0.0,0.0,0.0,1.0,1.0
Helene Bjørnebye,0.0,0.0,0.0,0.0,1.0,1.0
Henry Zaga,0.0,0.0,0.0,0.0,1.0,1.0
Holly Uloth,0.0,0.0,0.0,0.0,1.0,1.0
Hongfei Zhao,0.0,0.0,0.0,0.0,1.0,1.0
Huang Xiaoming,0.0,0.0,0.0,0.0,1.0,1.0
Hugo Lavoie,0.0,0.0,0.0,0.0,1.0,1.0
Hugo Stiglitz,0.0,0.0,0.0,0.0,1.0,1.0
Hynden Walch,0.0,0.0,0.0,0.0,1.0,1.0
Iaia Forte,0.0,0.0,0.0,0.0,1.0,1.0
Ian Abercrombie,0.0,0.0,0.0,0.0,1.0,1.0
Ian Hart,0.0,0.0,0.0,0.0,1.0,1.0
Ian Lake,0.0,0.0,0.0,0.0,1.0,1.0
Ian Richardson,0.0,0.0,0.0,0.0,1.0,1.0
Ianis Guerrero,0.0,0.0,0.0,0.0,1.0,1.0
India Eisley,0.0,0.0,0.0,0.0,1.0,1.0
Ingrid Bisu,0.0,0.0,0.0,0.0,1.0,1.0
Ingrid Bolsø Berdal,0.0,0.0,0.0,0.0,1.0,1.0
Ingrid Caven,0.0,0.0,0.0,0.0,1.0,1.0
Iris Almeida,0.0,0.0,0.0,0.0,1.0,1.0
Ivy Mak,0.0,0.0,0.0,0.0,1.0,1.0
Izabella Miko,0.0,0.0,0.0,0.0,1.0,1.0
J.D. Evermore,0.0,0.0,0.0,0.0,1.0,1.0
J.P. Valenti,0.0,0.0,0.0,0.0,1.0,1.0
Jack Conley,0.0,0.0,0.0,0.0,1.0,1.0
Jack Gilpin,0.0,0.0,0.0,0.0,1.0,1.0
Jack Scalia,0.0,0.0,0.0,0.0,1.0,1.0
Jackson Bond,0.0,0.0,0.0,0.0,1.0,1.0
Jacky Nercessian,0.0,0.0,0.0,0.0,1.0,1.0
Jacob Ericksson,0.0,0.0,0.0,0.0,1.0,1.0
Jacob Latimore,0.0,0.0,0.0,0.0,1.0,1.0
Jacob Lofland,0.0,0.0,0.0,0.0,1.0,1.0
Jacqueline Obradors,0.0,0.0,0.0,0.0,1.0,1.0
Jake Lacy,0.0,0.0,0.0,0.0,1.0,1.0
Jake Thomas,0.0,0.0,0.0,0.0,1.0,1.0
Jake Weber,0.0,0.0,0.0,0.0,1.0,1.0
James Brolin,0.0,0.0,0.0,0.0,1.0,1.0
James Gammon,0.0,0.0,0.0,0.0,1.0,1.0
James Karen,0.0,0.0,0.0,0.0,1.0,1.0
James Morrison,0.0,0.0,0.0,0.0,1.0,1.0
Jamie Draven,0.0,0.0,0.0,0.0,1.0,1.0
Jana Havlickova,0.0,0.0,0.0,0.0,1.0,1.0
Jane Alexander,0.0,0.0,0.0,0.0,1.0,1.0
Janet Montgomery,0.0,0.0,0.0,0.0,1.0,1.0
Jason Acuña,0.0,0.0,0.0,0.0,1.0,1.0
Jason Davis,0.0,0.0,0.0,0.0,1.0,1.0
Jason Earles,0.0,0.0,0.0,0.0,1.0,1.0
Jason George,0.0,0.0,0.0,0.0,1.0,1.0
Jason Scott Lee,0.0,0.0,0.0,0.0,1.0,1.0
Jasper Cole,0.0,0.0,0.0,0.0,1.0,1.0
Jay O. Sanders,0.0,0.0,0.0,0.0,1.0,1.0
Jay Ryan,0.0,0.0,0.0,0.0,1.0,1.0
Jay Tavare,0.0,0.0,0.0,0.0,1.0,1.0
Jaynee-Lynne Kinchen,0.0,0.0,0.0,0.0,1.0,1.0
Jean Michel Paré,0.0,0.0,0.0,0.0,1.0,1.0
Jean-Louis Tribes,0.0,0.0,0.0,0.0,1.0,1.0
Jean-Marie Lamour,0.0,0.0,0.0,0.0,1.0,1.0
Jelena Nik,0.0,0.0,0.0,0.0,1.0,1.0
Jemima West,0.0,0.0,0.0,0.0,1.0,1.0
Jen Van Epps,0.0,0.0,0.0,0.0,1.0,1.0
Jeneva Talwar,0.0,0.0,0.0,0.0,1.0,1.0
Jennifer Beals,0.0,0.0,0.0,0.0,1.0,1.0
Jennifer Cody,0.0,0.0,0.0,0.0,1.0,1.0
Jennifer Mudge,0.0,0.0,0.0,0.0,1.0,1.0
Jeremy Sheffield,0.0,0.0,0.0,0.0,1.0,1.0
Jermaine Williams,0.0,0.0,0.0,0.0,1.0,1.0
Jerod Mixon,0.0,0.0,0.0,0.0,1.0,1.0
Jerzy Walczak,0.0,0.0,0.0,0.0,1.0,1.0
Jesse Moss,0.0,0.0,0.0,0.0,1.0,1.0
Jesse Spencer,0.0,0.0,0.0,0.0,1.0,1.0
Jessica Barth,0.0,0.0,0.0,0.0,1.0,1.0
Jessica Boehrs,0.0,0.0,0.0,0.0,1.0,1.0
Jessica Darrow,0.0,0.0,0.0,0.0,1.0,1.0
Jessica Sula,0.0,0.0,0.0,0.0,1.0,1.0
Jessie Buckley,0.0,0.0,0.0,0.0,1.0,1.0
Jharrel Jerome,0.0,0.0,0.0,0.0,1.0,1.0
Ji Dae-han,0.0,0.0,0.0,0.0,1.0,1.0
Jiang Wen,0.0,0.0,0.0,0.0,1.0,1.0
Jill Wagner,0.0,0.0,0.0,0.0,1.0,1.0
Jing Lusi,0.0,0.0,0.0,0.0,1.0,1.0
JoJo Kushner,0.0,0.0,0.0,0.0,1.0,1.0
Joan Collins,0.0,0.0,0.0,0.0,1.0,1.0
Joan Plowright,0.0,0.0,0.0,0.0,1.0,1.0
Joana Preiss,0.0,0.0,0.0,0.0,1.0,1.0
Joanna Lumley,0.0,0.0,0.0,0.0,1.0,1.0
Joe Anderson,0.0,0.0,0.0,0.0,1.0,1.0
Joe Rogan,0.0,0.0,0.0,0.0,1.0,1.0
Joel Grey,0.0,0.0,0.0,0.0,1.0,1.0
Joey Camen,0.0,0.0,0.0,0.0,1.0,1.0
John Boylan,0.0,0.0,0.0,0.0,1.0,1.0
John Cothran,0.0,0.0,0.0,0.0,1.0,1.0
John D'Leo,0.0,0.0,0.0,0.0,1.0,1.0
John DeSantis,0.0,0.0,0.0,0.0,1.0,1.0
John Lynch,0.0,0.0,0.0,0.0,1.0,1.0
John Magaro,0.0,0.0,0.0,0.0,1.0,1.0
John Mahoney,0.0,0.0,0.0,0.0,1.0,1.0
John Ratzenberger,0.0,0.0,0.0,0.0,1.0,1.0
John Ritter,0.0,0.0,0.0,0.0,1.0,1.0
Johnny A. Sanchez,0.0,0.0,0.0,0.0,1.0,1.0
Johnny Messner,0.0,0.0,0.0,0.0,1.0,1.0
Johnny Whitworth,0.0,0.0,0.0,0.0,1.0,1.0
Joleigh Fioravanti,0.0,0.0,0.0,0.0,1.0,1.0
Jon Bass,0.0,0.0,0.0,0.0,1.0,1.0
Jon Gries,0.0,0.0,0.0,0.0,1.0,1.0
Jon Kortajarena,0.0,0.0,0.0,0.0,1.0,1.0
Jon Seda,0.0,0.0,0.0,0.0,1.0,1.0
Jonathan Alpert,0.0,0.0,0.0,0.0,1.0,1.0
Jonathan Avigdori,0.0,0.0,0.0,0.0,1.0,1.0
Jonathan Cherry,0.0,0.0,0.0,0.0,1.0,1.0
Jonathan Haagensen,0.0,0.0,0.0,0.0,1.0,1.0
Jonny Pasvolsky,0.0,0.0,0.0,0.0,1.0,1.0
Jordan Taylor,0.0,0.0,0.0,0.0,1.0,1.0
Jose Palma,0.0,0.0,0.0,0.0,1.0,1.0
Joshua Henry,0.0,0.0,0.0,0.0,1.0,1.0
Joshua Leonard,0.0,0.0,0.0,0.0,1.0,1.0
Juan Saavedra,0.0,0.0,0.0,0.0,1.0,1.0
Judd Hirsch,0.0,0.0,0.0,0.0,1.0,1.0
Judd Lormand,0.0,0.0,0.0,0.0,1.0,1.0
Julian Glover,0.0,0.0,0.0,0.0,1.0,1.0
Julian Hilliard,0.0,0.0,0.0,0.0,1.0,1.0
Julian Rhind-Tutt,0.0,0.0,0.0,0.0,1.0,1.0
Juliane Köhler,0.0,0.0,0.0,0.0,1.0,1.0
Julie Ann Emery,0.0,0.0,0.0,0.0,1.0,1.0
Julie Hagerty,0.0,0.0,0.0,0.0,1.0,1.0
Julien Arruti,0.0,0.0,0.0,0.0,1.0,1.0
Juno Temple,0.0,0.0,0.0,0.0,1.0,1.0
Justin Hall,0.0,0.0,0.0,0.0,1.0,1.0
Justine Waddell,0.0,0.0,0.0,0.0,1.0,1.0
Justus von Dohnányi,0.0,0.0,0.0,0.0,1.0,1.0
K.D. Aubert,0.0,0.0,0.0,0.0,1.0,1.0
KaDee Strickland,0.0,0.0,0.0,0.0,1.0,1.0
Kailey Hyman,0.0,0.0,0.0,0.0,1.0,1.0
Kanji Tsuda,0.0,0.0,0.0,0.0,1.0,1.0
Karl Pruner,0.0,0.0,0.0,0.0,1.0,1.0
Karolina Gruszka,0.0,0.0,0.0,0.0,1.0,1.0
Kate Harbour,0.0,0.0,0.0,0.0,1.0,1.0
Katharine McPhee,0.0,0.0,0.0,0.0,1.0,1.0
Katheryn Winnick,0.0,0.0,0.0,0.0,1.0,1.0
Katie Sarife,0.0,0.0,0.0,0.0,1.0,1.0
Kaya Yanar,0.0,0.0,0.0,0.0,1.0,1.0
Kazue Fukiishi,0.0,0.0,0.0,0.0,1.0,1.0
Kelly Brook,0.0,0.0,0.0,0.0,1.0,1.0
Kelly McGillis,0.0,0.0,0.0,0.0,1.0,1.0
Kelly Rowland,0.0,0.0,0.0,0.0,1.0,1.0
Kelly Yu,0.0,0.0,0.0,0.0,1.0,1.0
Ken Leung,0.0,0.0,0.0,0.0,1.0,1.0
Ken Tremblett,0.0,0.0,0.0,0.0,1.0,1.0
Kennedi Clements,0.0,0.0,0.0,0.0,1.0,1.0
Kenneth Welsh,0.0,0.0,0.0,0.0,1.0,1.0
Kent Cheng,0.0,0.0,0.0,0.0,1.0,1.0
Kerris Dorsey,0.0,0.0,0.0,0.0,1.0,1.0
Kevin Lee,0.0,0.0,0.0,0.0,1.0,1.0
Kevin McAlinden,0.0,0.0,0.0,0.0,1.0,1.0
Kevin McDonald,0.0,0.0,0.0,0.0,1.0,1.0
Kevin Pollak,0.0,0.0,0.0,0.0,1.0,1.0
Kevin Rahm,0.0,0.0,0.0,0.0,1.0,1.0
Kiele Sanchez,0.0,0.0,0.0,0.0,1.0,1.0
Kim Dong-wook,0.0,0.0,0.0,0.0,1.0,1.0
Kim Hae-sook,0.0,0.0,0.0,0.0,1.0,1.0
Kim Hak-sun,0.0,0.0,0.0,0.0,1.0,1.0
Kim Hwan-hee,0.0,0.0,0.0,0.0,1.0,1.0
Kim Min-jae,0.0,0.0,0.0,0.0,1.0,1.0
Kim Sung-oh,0.0,0.0,0.0,0.0,1.0,1.0
Kirby Bliss Blanton,0.0,0.0,0.0,0.0,1.0,1.0
Kirin Kiki,0.0,0.0,0.0,0.0,1.0,1.0
Kirron Kher,0.0,0.0,0.0,0.0,1.0,1.0
Ko A-sung,0.0,0.0,0.0,0.0,1.0,1.0
Kristy Swanson,0.0,0.0,0.0,0.0,1.0,1.0
Kyla Nicolle,0.0,0.0,0.0,0.0,1.0,1.0
Kyle Kaminsky,0.0,0.0,0.0,0.0,1.0,1.0
Kôsei Tomita,0.0,0.0,0.0,0.0,1.0,1.0
LaMonica Garrett,0.0,0.0,0.0,0.0,1.0,1.0
Lainie Kazan,0.0,0.0,0.0,0.0,1.0,1.0
Lam Ka-tung,0.0,0.0,0.0,0.0,1.0,1.0
Lance A. Williams,0.0,0.0,0.0,0.0,1.0,1.0
Lari White,0.0,0.0,0.0,0.0,1.0,1.0
Larry Bryggman,0.0,0.0,0.0,0.0,1.0,1.0
Larry Sullivan,0.0,0.0,0.0,0.0,1.0,1.0
Laura Fraser,0.0,0.0,0.0,0.0,1.0,1.0
Laura Haddock,0.0,0.0,0.0,0.0,1.0,1.0
Laura Marano,0.0,0.0,0.0,0.0,1.0,1.0
Laura Margolis,0.0,0.0,0.0,0.0,1.0,1.0
Laura Regan,0.0,0.0,0.0,0.0,1.0,1.0
Lauren Storm,0.0,0.0,0.0,0.0,1.0,1.0
Lea Coco,0.0,0.0,0.0,0.0,1.0,1.0
Lee Ingleby,0.0,0.0,0.0,0.0,1.0,1.0
Lee Jung-jae,0.0,0.0,0.0,0.0,1.0,1.0
Lee Yeon-hee,0.0,0.0,0.0,0.0,1.0,1.0
Lee-Anne Summers,0.0,0.0,0.0,0.0,1.0,1.0
Lenn Kudrjawizki,0.0,0.0,0.0,0.0,1.0,1.0
Lera Abova,0.0,0.0,0.0,0.0,1.0,1.0
Leslie Caron,0.0,0.0,0.0,0.0,1.0,1.0
Lester Speight,0.0,0.0,0.0,0.0,1.0,1.0
Liam Hourican,0.0,0.0,0.0,0.0,1.0,1.0
Liao Fan,0.0,0.0,0.0,0.0,1.0,1.0
Libby Villari,0.0,0.0,0.0,0.0,1.0,1.0
Lili Reinhart,0.0,0.0,0.0,0.0,1.0,1.0
Linda Sorensen,0.0,0.0,0.0,0.0,1.0,1.0
Lindy Booth,0.0,0.0,0.0,0.0,1.0,1.0
Lisa Lu,0.0,0.0,0.0,0.0,1.0,1.0
Liva Forsberg,0.0,0.0,0.0,0.0,1.0,1.0
Liza Lapira,0.0,0.0,0.0,0.0,1.0,1.0
Logan Kim,0.0,0.0,0.0,0.0,1.0,1.0
Lolly Adefope,0.0,0.0,0.0,0.0,1.0,1.0
Lonny Ross,0.0,0.0,0.0,0.0,1.0,1.0
Lou Myers,0.0,0.0,0.0,0.0,1.0,1.0
Luca Calvani,0.0,0.0,0.0,0.0,1.0,1.0
Lucas Grabeel,0.0,0.0,0.0,0.0,1.0,1.0
Lucas Jade Zumann,0.0,0.0,0.0,0.0,1.0,1.0
Lucy Cohu,0.0,0.0,0.0,0.0,1.0,1.0
Lucy Davenport,0.0,0.0,0.0,0.0,1.0,1.0
Lucy Walters,0.0,0.0,0.0,0.0,1.0,1.0
Ludi Boeken,0.0,0.0,0.0,0.0,1.0,1.0
Luisa Ranieri,0.0,0.0,0.0,0.0,1.0,1.0
Luna Fulgencio,0.0,0.0,0.0,0.0,1.0,1.0
Lusia Strus,0.0,0.0,0.0,0.0,1.0,1.0
Lynn Ferguson,0.0,0.0,0.0,0.0,1.0,1.0
Lyriq Bent,0.0,0.0,0.0,0.0,1.0,1.0
Lü Qi,0.0,0.0,0.0,0.0,1.0,1.0
M. Emmet Walsh,0.0,0.0,0.0,0.0,1.0,1.0
M.C. Gainey,0.0,0.0,0.0,0.0,1.0,1.0
MIYAVI,0.0,0.0,0.0,0.0,1.0,1.0
Maddison Joyce,0.0,0.0,0.0,0.0,1.0,1.0
Madeleine West,0.0,0.0,0.0,0.0,1.0,1.0
Mahat M. Ali,0.0,0.0,0.0,0.0,1.0,1.0
Maitreyi Ramakrishnan,0.0,0.0,0.0,0.0,1.0,1.0
Mara Cissé,0.0,0.0,0.0,0.0,1.0,1.0
Marc Anthony,0.0,0.0,0.0,0.0,1.0,1.0
Marcel Ruiz,0.0,0.0,0.0,0.0,1.0,1.0
Margo Harshman,0.0,0.0,0.0,0.0,1.0,1.0
Maria Bonnevie,0.0,0.0,0.0,0.0,1.0,1.0
Mariah Bonner,0.0,0.0,0.0,0.0,1.0,1.0
Marieh Delfino,0.0,0.0,0.0,0.0,1.0,1.0
Marina de Tavira,0.0,0.0,0.0,0.0,1.0,1.0
Marion Lambert,0.0,0.0,0.0,0.0,1.0,1.0
Mark Consuelos,0.0,0.0,0.0,0.0,1.0,1.0
Mark Dacascos,0.0,0.0,0.0,0.0,1.0,1.0
Mark Harmon,0.0,0.0,0.0,0.0,1.0,1.0
Mark Killeen,0.0,0.0,0.0,0.0,1.0,1.0
Mark Lewis Jones,0.0,0.0,0.0,0.0,1.0,1.0
Mark Pellegrino,0.0,0.0,0.0,0.0,1.0,1.0
Martin Crewes,0.0,0.0,0.0,0.0,1.0,1.0
Martin Kiefer,0.0,0.0,0.0,0.0,1.0,1.0
Mary J. Blige,0.0,0.0,0.0,0.0,1.0,1.0
Mary Kay Place,0.0,0.0,0.0,0.0,1.0,1.0
Mary Lynn Rajskub,0.0,0.0,0.0,0.0,1.0,1.0
Mary Tsoni,0.0,0.0,0.0,0.0,1.0,1.0
Maryann Plunkett,0.0,0.0,0.0,0.0,1.0,1.0
